user_id,TM_DayTrip_Freq,tier_status,ADT,city,travel_time_mins,age_grp,TM_gaming_trip,TM_gaming_day,TM_gaming_day_weekday,TM_gaming_day_weekend,TM_hourplayed,TM_hourplayed_TG,TM_hourplayed_ETG,TM_hourplayed_SLOT,TM_twin,TM_twin_TG,TM_twin_ETG,TM_twin_SLOT,TM_avgbet,TM_avgbet_TG,TM_avgbet_ETG,TM_avgbet_SLOT,L12M_gaming_trip,L12M_gaming_day,L12M_gaming_day_weekday,L12M_gaming_day_Fri,L12M_gaming_day_Sat,L12M_gaming_day_Sun,L12M_hourplayed,L12M_hourplayed_TG,L12M_hourplayed_ETG,L12M_hourplayed_SLOT,L12M_twin,L12M_twin_TG,L12M_twin_ETG,L12M_twin_SLOT,L12M_avgbet,L12M_avgbet_TG,L12M_avgbet_ETG,L12M_avgbet_SLOT,L12M_roomnight,L24M_gaming_trip,L24M_gaming_day,L24M_gaming_day_weekday,L24M_gaming_day_Fri,L24M_gaming_day_Sat,L24M_gaming_day_Sun,L24M_hourplayed,L24M_hourplayed_TG,L24M_hourplayed_ETG,L24M_hourplayed_SLOT,L24M_twin,L24M_twin_TG,L24M_twin_ETG,L24M_twin_SLOT,L24M_avgbet,L24M_avgbet_TG,L24M_avgbet_ETG,L24M_avgbet_SLOT,L24M_room_night,trip_twin,trip_bet,trip_gaming_day,trip_hour_played,log_ADT,twin_per_day,hours_per_day,days_per_trip,trips_per_month,pct_SLOT,pct_ETG,pct_TG,cluster_hdbscan,hdbscan_confidence,dt_transition_type,region_changed_flag,visit_compression_flag,friction_flag,TM_ADT,P_CONVERT_STAY,expected_room_margin,expected_gaming_margin,expected_total_margin,engagement_lane,expected_host_hours,expected_dollars_per_hour
A330,5,Maharlika,6692,Makati_BGC,57.6,Above 60,6,7,3,4,21.144,0.0,21.144,0.0,407963,0,407963,0,19857,0,19857,0,63,66,21,7,24,14,259,1,255,0,5817610,2668,5732958,0,17752,6561,17799,0,0,137,147,51,14,51,31,577.69,0.56,573.379,0.0,11199102,2668,11114451,0,15174,6561,15175,0,4,67987,3295,1,3,8.808817483100642,88145.60606060606,3.924242424242424,1.0476190476190477,5.25,0.0,0.9854490074102596,0.0004586075725254,-1,0.0,DOWNGRADED_STAYER,0,1,1,58280.42857142857,0.6,57.915,803.04,860.9549999999999,HOST_RECOVERY,1.0,860.9549999999999
A43452,6,Maharlika,5288,Makati_BGC,52.2,Above 60,6,6,6,0,54.854,0.0,23.109,4.318,718357,0,336346,22832,13096,0,15525,101,33,50,31,11,4,4,565,0,194,88,7739822,0,3360603,509309,10505,0,15236,123,0,68,102,56,19,15,12,1214.665,0.0,441.567,175.746,17642937,0,8027019,998453,10680,0,14978,115,2,119716,2172,1,9,8.57338447106598,154796.44,11.3,1.5151515151515151,2.75,0.0658037096977165,0.4341964195042211,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,119726.16666666667,0.6,57.915,634.56,692.4749999999999,HOST_RECOVERY,1.0,692.4749999999999
A28415,1,Supreme,5083,Makati_BGC,57.6,41 - 50,1,1,1,0,7.921,0.0,0.0,7.921,65304,0,0,65304,106,0,0,106,20,24,15,2,4,3,203,0,1,186,1987455,509,3368,1790818,179,437,2260,148,0,49,58,40,4,8,6,469.445,0.246,6.09,399.555,4957945,509,21010,4351201,243,437,2966,173,5,65304,102,1,7,8.533853632309345,82810.625,8.458333333333334,1.2,1.6666666666666667,0.9010609045236244,0.0016946295639398,0.0002561064275669,-1,0.0,DOWNGRADED_STAYER,0,1,1,65304.0,0.6,57.915,609.9599999999999,667.8749999999999,HOST_RECOVERY,1.0,667.8749999999999
A25231,1,Supreme,4376,Makati_BGC,52.2,41 - 50,1,1,1,0,10.994,0.0,0.614,4.883,75119,0,1662,35898,419,0,2362,175,18,18,12,6,0,0,201,0,11,90,2252260,0,57183,1068947,727,0,4643,269,0,31,32,19,10,1,2,328.544,1.518,21.045,146.999,3312553,3569,106842,1593536,809,1094,4393,248,2,75116,408,1,10,8.384118837190895,125125.55555555556,11.166666666666666,1.0,1.5,0.4746108353387264,0.0253891646612735,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,75119.0,0.6,57.915,525.12,583.035,HOST_RECOVERY,1.0,583.035
A17548,10,Maharlika,4252,Makati_BGC,52.8,51 - 60,8,10,4,6,61.07,0.0,24.514,9.055,1059149,0,598232,15797,12904,0,18708,43,66,112,31,13,44,24,451,0,296,18,9725280,0,7033494,25732,17276,0,19220,38,0,148,258,79,27,87,65,976.011,0.0,742.339,24.524,19420707,0,15440643,39636,16470,0,17388,42,1,132386,1604,1,7,8.355379895253634,86832.85714285714,4.026785714285714,1.696969696969697,5.5,0.0026458878304789,0.7232176348650116,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,105914.9,0.6,57.915,510.24,568.155,HOST_RECOVERY,1.0,568.155
A3140,1,Premium,4081,Makati_BGC,57.6,51 - 60,1,1,1,0,2.451,0.0,2.451,0.0,42749,0,42749,0,14433,0,14433,0,5,5,1,2,1,1,16,0,16,0,308046,0,308046,0,15796,0,15796,0,0,11,15,7,2,2,4,92.677,0.0,56.302,4.413,1120721,0,788064,11168,10256,0,11988,57,4,42749,14420,1,2,8.31434234336979,61609.2,3.2,1.0,0.4166666666666667,0.0,1.0,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,42749.0,0.6,57.915,489.72,547.635,HOST_RECOVERY,1.0,547.635
A1424,5,Maharlika,3680,Makati_BGC,81.6,Above 60,4,5,3,2,20.132,0.0,0.0,20.132,165293,0,0,165293,168,0,0,168,32,40,8,5,17,10,210,0,0,210,1940794,0,0,1940794,209,0,0,209,0,47,63,12,11,25,15,312.154,0.0,0.0,312.154,2807327,0,0,2807327,205,0,0,205,2,41320,29,1,5,8.210939733379021,48519.85,5.25,1.25,2.6666666666666665,1.0,0.0,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,33058.6,0.6,57.915,441.6,499.51500000000004,HOST_RECOVERY,1.0,499.51500000000004
A18256,1,Premium,3211,Makati_BGC,57.6,41 - 50,1,1,1,0,1.435,0.0,1.435,0.0,9156,0,9156,0,6664,0,6664,0,12,18,13,2,1,2,80,0,80,0,806624,0,806624,0,10737,0,10737,0,0,17,40,25,5,4,6,171.438,42.064,119.485,0.571,1247948,70162,1103837,1299,7170,443,9577,64,20,9156,6663,1,1,8.074649075066652,44812.444444444445,4.444444444444445,1.5,1.0,0.0,1.0,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,9156.0,0.6,57.915,385.32,443.235,HOST_RECOVERY,1.0,443.235
A48320,1,Supreme,3027,Makati_BGC,45.0,41 - 50,1,1,0,1,14.968,2.654,0.0,4.83,68963,7305,0,27177,1569,4198,0,125,6,7,3,1,1,2,89,10,0,57,548891,43126,0,376864,1580,6904,0,128,0,19,22,8,3,6,5,238.48,9.52,0.0,206.282,1461690,43126,0,1289663,671,6904,0,131,1,68963,1560,1,14,8.01565761455734,78413.0,12.714285714285714,1.1666666666666667,0.5,0.6865916912465316,0.0,0.0785693334377863,-1,0.0,DOWNGRADED_STAYER,0,1,1,68963.0,0.6,57.915,363.24,421.15500000000003,HOST_RECOVERY,1.0,421.15500000000003
A30227,8,Supreme,2915,QC,84.0,51 - 60,7,8,5,3,40.441,0.802,0.0,35.286,262583,772,0,237260,191,1094,0,155,71,79,53,8,11,7,380,0,0,374,3516739,423,0,3468990,215,1094,0,215,0,144,158,96,23,19,20,680.81,0.237,0.0,674.452,6357923,423,0,6310174,214,1094,0,214,1,37500,15,1,5,7.977968093128549,44515.6835443038,4.810126582278481,1.1126760563380282,5.916666666666667,0.9864223645826432,0.0,0.000120281886145,-1,0.0,DOWNGRADED_STAYER,0,1,1,32822.875,0.6,57.915,349.8,407.71500000000003,HOST_RECOVERY,1.0,407.71500000000003
A32305,1,Maharlika,2874,Makati_BGC,57.6,41 - 50,1,1,1,0,0.259,0.0,0.0,0.259,3733,0,0,3733,295,0,0,295,9,13,5,1,3,4,49,0,0,35,988928,144,2041,738987,449,1094,3994,373,0,26,38,15,6,9,8,215.78,0.094,1.226,170.178,5267326,144,9040,4176192,457,1094,6222,390,4,3732,292,1,0,7.963807953231451,76071.38461538461,3.769230769230769,1.4444444444444444,0.75,0.7472606701397877,0.0020638509578048,0.000145612218483,-1,0.0,DOWNGRADED_STAYER,0,1,1,3733.0,0.6,57.915,344.88,402.795,HOST_RECOVERY,1.0,402.795
A20019,2,Supreme,2792,Pasay,154.8,41 - 50,2,2,1,1,2.216,0.0,2.216,0.0,10191,0,10191,0,3999,0,3999,0,12,15,8,2,2,3,90,0,90,0,805662,0,805662,0,8177,0,8177,0,0,48,62,38,12,5,7,275.589,0.0,263.117,0.428,2261591,0,2100336,627,7508,0,7302,43,1,5088,1997,1,1,7.934871565945177,53710.8,6.0,1.25,1.0,0.0,1.0,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,5095.5,0.6,57.915,335.04,392.95500000000004,HOST_RECOVERY,1.0,392.95500000000004
A6339,1,Premium,2624,QC,155.4,41 - 50,1,1,1,0,4.406,0.0,1.584,0.619,45723,0,18808,4053,8717,0,12066,146,6,10,2,2,3,3,78,0,30,11,657281,0,313485,47808,6697,0,9460,76,0,10,17,6,3,4,4,143.989,0.0,57.596,16.852,1270049,0,590986,76691,6908,0,9090,73,1,45723,8704,1,4,7.872836175025724,65728.1,7.8,1.6666666666666667,0.5,0.0727360139727148,0.4769421297740236,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,45723.0,0.6,57.915,314.88,372.795,HOST_RECOVERY,1.0,372.795
A39317,2,Supreme,2569,Makati_BGC,57.6,51 - 60,3,4,2,2,16.576,0.34,0.0,11.771,118579,1094,0,89448,331,4928,0,135,73,81,40,11,18,12,258,3,2,229,1996008,11735,4243,1767896,299,4087,5484,152,0,145,173,81,24,37,31,607.54,6.572,1.632,563.07,4560556,33735,4243,4242878,253,3794,5396,144,2,39526,102,1,5,7.851661177889265,24642.074074074077,3.185185185185185,1.1095890410958904,6.083333333333333,0.8857158889142729,0.002125742982994,0.0058792349529661,-1,0.0,DOWNGRADED_STAYER,0,1,1,29644.75,0.6,57.915,308.28,366.195,HOST_RECOVERY,1.0,366.195
A32858,6,Supreme,2426,Pasay,96.6,41 - 50,4,6,5,1,26.806,0.0,0.0,26.806,197516,0,0,197516,99,0,0,99,54,114,62,25,14,13,455,0,0,441,3959935,0,729,3806845,130,0,5214,126,0,96,199,102,40,29,28,682.523,0.0,0.126,668.686,4808287,0,729,4655197,108,0,5214,105,1,49368,15,1,6,7.794411205726601,34736.271929824565,3.991228070175439,2.111111111111111,4.5,0.9613402745247082,0.0001840939308347,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,32919.333333333336,0.6,57.915,291.12,349.035,HOST_RECOVERY,1.0,349.035
A47980,7,Maharlika,2400,Pasay,154.8,31 - 40,4,7,4,3,26.302,0.0,0.79,19.923,233432,0,1210,189164,258,0,905,221,33,57,46,8,2,1,405,0,92,160,2758719,277,668945,1047330,2037,1094,5147,139,0,55,92,70,15,4,3,666.865,1.571,192.054,220.949,4990499,2358,1620100,1475545,3233,1521,6351,140,2,58349,58,1,6,7.783640596221253,48398.57894736842,7.105263157894737,1.7272727272727273,2.75,0.3796435954513671,0.2424839209792661,0.000100408921677,-1,0.0,DOWNGRADED_STAYER,0,1,1,33347.42857142857,0.6,57.915,288.0,345.915,HOST_RECOVERY,1.0,345.915
A38326,1,Premium,2398,Makati_BGC,46.2,41 - 50,2,2,1,1,2.882,0.0,0.197,1.481,21381,0,1239,9903,961,0,5774,187,5,5,4,1,0,0,13,0,1,11,230699,0,18939,166606,2777,0,22638,378,0,30,30,23,5,1,1,71.054,0.0,2.791,51.899,1060185,0,53859,781444,1618,0,16538,355,1,10687,467,1,1,7.782807262839695,46139.8,2.6,1.0,0.4166666666666667,0.7221791165111249,0.0820939839357777,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,10690.5,0.6,57.915,287.76,345.675,HOST_RECOVERY,1.0,345.675
A23327,2,Elite,2385,QC,187.8,41 - 50,1,2,2,0,20.77,2.775,0.0,10.035,98807,17740,0,51814,1613,5951,0,36,1,1,1,0,0,0,7,1,0,3,24605,1133,0,11170,386,2175,0,60,0,2,3,3,0,0,0,17.208,2.642,0.0,5.962,68313,3992,0,30164,443,1301,0,63,2,98794,1604,2,20,7.777373602657861,24605.0,7.0,1.0,0.0833333333333333,0.4539727697622434,0.0,0.0460475513107092,-1,0.0,DOWNGRADED_STAYER,0,1,1,49403.5,0.6,57.915,286.2,344.115,HOST_RECOVERY,1.0,344.115
A5088,1,Maharlika,2327,Makati_BGC,67.8,Above 60,1,1,0,1,2.97,0.0,0.8,0.685,19508,0,6269,3485,3538,0,6459,127,8,9,0,0,3,6,95,1,14,30,582080,1473,92160,186421,2158,4374,6124,164,0,31,41,8,3,12,18,315.225,8.927,87.556,59.848,2382409,31061,822297,343453,4780,4665,8121,147,2,19508,3528,1,2,7.752764808851328,64675.55555555556,10.555555555555555,1.125,0.6666666666666666,0.3202669736118747,0.1583287520615723,0.0025305799890049,-1,0.0,DOWNGRADED_STAYER,0,1,1,19508.0,0.6,57.915,279.24,337.15500000000003,HOST_RECOVERY,1.0,337.15500000000003
A5373,4,Maharlika,2315,Makati_BGC,57.6,51 - 60,4,4,1,3,26.904,0.0,18.682,0.589,593858,0,439777,5365,13674,0,13977,143,71,114,76,20,8,10,330,0,242,8,4892931,0,3564620,27440,7775,0,7732,102,0,137,241,156,44,17,24,698.657,0.0,525.47,24.459,9678358,0,7320370,97748,7624,0,7987,103,5,148454,3412,1,6,7.747596838692885,42920.44736842105,2.8947368421052637,1.6056338028169015,5.916666666666667,0.0056080905289692,0.728524477455333,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,148464.5,0.6,57.915,277.8,335.71500000000003,HOST_RECOVERY,1.0,335.71500000000003
A5836,8,Premium,2309,Makati_BGC,81.6,41 - 50,3,8,3,5,61.883,0.0,0.0,61.883,178524,0,0,178524,52,0,0,52,2,4,0,1,2,1,21,0,0,21,55521,0,0,55521,32,0,0,32,0,6,11,5,1,3,2,79.51,0.975,0.0,70.543,247834,3267,0,212795,116,3220,0,37,2,59501,15,2,20,7.745002803515839,13880.25,5.25,2.0,0.1666666666666666,1.0,0.0,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,22315.5,0.6,57.915,277.08,334.995,HOST_RECOVERY,1.0,334.995
A38129,9,Maharlika,2272,Makati_BGC,45.0,51 - 60,7,9,5,4,36.192,0.0,16.045,2.051,996893,0,487657,10789,23345,0,26315,93,89,130,75,13,39,3,339,0,171,24,6788819,204,3881735,119575,16526,437,19457,93,0,178,286,160,25,82,19,809.091,0.112,402.325,58.218,15147984,204,8602287,263997,15353,437,18210,78,4,142403,3324,1,5,7.728855823852543,52221.68461538461,2.607692307692308,1.4606741573033708,7.416666666666667,0.0176135201129975,0.5717835458567978,3.0049409182952142e-05,-1,0.0,DOWNGRADED_STAYER,0,1,1,110765.88888888889,0.6,57.915,272.64000000000004,330.55500000000006,HOST_RECOVERY,1.0,330.55500000000006
A205,2,Supreme,2198,Ortigas,0.0,51 - 60,2,2,0,2,2.233,0.0,0.481,0.707,9200,0,3601,1319,1837,0,4827,21,57,70,51,6,9,4,353,0,112,66,4568784,0,2002928,308460,9260,0,14760,65,0,117,145,97,27,16,5,615.453,0.0,214.746,110.434,7339558,0,3289161,568788,8991,0,13722,73,3,4593,904,1,1,7.695757990554761,65268.34285714286,5.042857142857143,1.2280701754385963,4.75,0.0675146822436779,0.4383941109932096,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,4600.0,0.6,57.915,263.76,321.675,HOST_RECOVERY,1.0,321.675
A49393,1,Premium,2168,Pasay,96.6,31 - 40,1,1,1,0,8.634,0.0,4.065,0.252,194176,0,92773,4316,19770,0,20968,485,7,11,4,2,3,2,48,2,16,3,601442,6268,208961,41845,9124,1549,12442,313,0,12,20,6,5,5,4,66.751,2.602,28.494,3.022,802422,6994,341187,43361,9346,1494,11263,367,3,194176,19756,1,8,7.682021510826875,54676.545454545456,4.363636363636363,1.5714285714285714,0.5833333333333334,0.0695744560572756,0.3474333352176935,0.0104216200398375,-1,0.0,DOWNGRADED_STAYER,0,1,1,194176.0,0.6,57.915,260.16,318.07500000000005,HOST_RECOVERY,1.0,318.07500000000005
A23210,13,Supreme,2077,Makati_BGC,46.2,Above 60,4,19,10,9,298.97,0.534,123.407,28.771,2053928,729,637438,320993,3932,2187,4420,339,36,67,32,9,10,16,721,4,321,26,3163445,9047,1457490,52167,3413,1029,3675,51,0,72,142,64,22,21,35,1183.506,3.958,565.934,47.574,4632511,9047,2252377,101856,2968,1029,3162,53,3,513478,977,4,74,7.639161171659173,47215.59701492537,10.761194029850746,1.8611111111111112,3.0,0.016490566455241,0.4607287308614501,0.0028598568965162,-1,0.0,DOWNGRADED_STAYER,0,1,1,108101.47368421052,0.6,57.915,249.24,307.15500000000003,HOST_RECOVERY,1.0,307.15500000000003
A51905,2,Premium,2050,QC,269.4,31 - 40,1,2,2,0,2.777,0.0,0.316,1.992,16009,0,1575,12203,867,0,3368,130,2,3,2,1,0,0,2,0,1,0,8238,0,3630,1575,1889,0,2989,107,0,4,6,4,1,0,1,6.059,0.0,4.894,0.391,35502,0,30895,1575,3912,0,4595,107,2,16009,860,2,2,7.62608275807238,2746.0,0.6666666666666666,1.5,0.1666666666666666,0.1911871813546977,0.4406409322651129,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,8004.5,0.6,57.915,246.0,303.915,HOST_RECOVERY,1.0,303.915
A25043,9,Maharlika,1989,Makati_BGC,51.0,51 - 60,8,11,7,4,18.506,0.0,18.506,0.0,228469,0,228469,0,10644,0,10644,0,50,66,46,6,10,4,154,3,99,5,1300307,10926,842899,13253,7127,1612,7481,45,0,93,133,93,12,21,7,316.008,8.408,227.232,5.312,3294495,28362,2480291,13953,8910,1509,9512,45,4,28548,1327,1,2,7.595889917718538,19701.62121212121,2.333333333333333,1.32,4.166666666666667,0.0101922084553878,0.6482307639657404,0.0084026310709701,-1,0.0,DOWNGRADED_STAYER,0,1,1,20769.909090909092,0.6,57.915,238.67999999999998,296.59499999999997,HOST_RECOVERY,1.0,296.59499999999997
A34645,2,Premium,1987,Makati_BGC,46.2,41 - 50,1,2,2,0,4.451,0.0,0.0,4.451,30937,0,0,30937,102,0,0,102,5,5,2,0,1,2,17,0,1,9,184612,0,2756,127254,357,0,1929,104,0,16,19,9,1,5,4,77.083,0.0,5.598,48.569,510183,0,11489,375654,335,0,1737,113,1,30924,102,2,4,7.59488438721652,36922.4,3.4,1.0,0.4166666666666667,0.6893051372608497,0.0149286070244621,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,15468.5,0.6,57.915,238.44000000000003,296.355,HOST_RECOVERY,1.0,296.355
A45293,2,Premium,1984,Makati_BGC,48.6,Above 60,2,2,1,1,10.778,0.438,7.277,0.0,53519,814,36056,0,4261,437,4345,0,12,12,7,2,2,1,80,1,61,0,460629,1832,369982,73,5027,437,5369,43,0,27,31,15,3,4,9,227.507,4.638,164.228,0.179,1284020,8043,971334,146,4918,441,5200,38,1,26754,2129,1,5,7.59337419312129,38385.75,6.666666666666667,1.0,1.0,0.0001584789494365,0.8032103927455718,0.003977170347503,-1,0.0,DOWNGRADED_STAYER,0,1,1,26759.5,0.6,57.915,238.07999999999998,295.995,HOST_RECOVERY,1.0,295.995
A40512,2,Premium,1978,QC,133.8,51 - 60,1,2,0,2,9.039,0.0,0.0,9.039,75672,0,0,75672,187,0,0,187,4,4,2,0,1,1,13,0,0,13,98906,0,0,98906,164,0,0,164,0,14,20,11,3,3,3,86.522,0.0,0.0,86.522,597243,0,0,597243,155,0,0,155,8,75670,175,2,9,7.590346945602565,24726.5,3.25,1.0,0.3333333333333333,1.0,0.0,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,37836.0,0.6,57.915,237.36,295.27500000000003,HOST_RECOVERY,1.0,295.27500000000003
A31095,7,Premium,1972,Pasay,96.6,41 - 50,5,7,5,2,23.594,0.275,18.499,0.0,308046,744,243049,0,10871,4374,10916,0,42,44,16,6,5,17,145,8,100,0,1749478,12150,1294733,0,10339,2751,10840,0,0,66,71,24,13,7,27,240.289,8.481,187.178,0.283,2556921,12610,2054249,350,9104,2584,9294,53,1,61601,2172,1,4,7.587310506022615,39760.86363636364,3.2954545454545454,1.0476190476190477,3.5,0.0,0.7400681803372205,0.0069449287158798,-1,0.0,DOWNGRADED_STAYER,0,1,1,44006.57142857143,0.6,57.915,236.64000000000001,294.555,HOST_RECOVERY,1.0,294.555
A274,2,Premium,1953,Makati_BGC,43.8,Above 60,2,2,1,1,19.262,0.0,19.262,0.0,117150,0,117150,0,5347,0,5347,0,28,48,29,6,5,8,245,0,240,0,1255207,1196,1242303,58,4379,5468,4422,146,0,64,114,62,13,17,22,592.991,0.353,587.554,0.043,2879710,1196,2866807,58,4177,5468,4193,146,8,58568,2668,1,9,7.577633832602728,26150.14583333333,5.104166666666667,1.7142857142857142,2.333333333333333,4.620751796317261e-05,0.9897196239345384,0.0009528308876543,-1,0.0,DOWNGRADED_STAYER,0,1,1,58575.0,0.6,57.915,234.36,292.27500000000003,HOST_RECOVERY,1.0,292.27500000000003
A48968,1,Premium,1949,Makati_BGC,57.6,51 - 60,1,1,1,0,7.538,0.0,2.54,1.229,12864,0,4636,1796,1179,0,1722,57,3,4,0,2,2,0,47,3,18,0,247080,4527,112281,554,4696,437,5899,61,0,11,15,0,3,8,4,134.479,8.574,75.092,0.681,927844,16917,575881,889,5651,501,6560,61,4,12860,1166,1,7,7.575584651557793,61770.0,11.75,1.3333333333333333,0.25,0.0022421887647725,0.4544317629917435,0.0183220009713453,-1,0.0,DOWNGRADED_STAYER,0,1,1,12864.0,0.6,57.915,233.88,291.795,HOST_RECOVERY,1.0,291.795
A21104,1,Premium,1948,Makati_BGC,67.8,51 - 60,1,1,1,0,3.045,0.0,3.045,0.0,34934,0,34934,0,9581,0,9581,0,6,6,6,0,0,0,15,0,13,0,133013,0,121058,1691,7658,0,8038,119,0,16,17,15,1,1,0,37.75,0.0,35.581,0.87,334480,0,321679,2537,7835,0,8089,77,1,34934,9579,1,3,7.575071699507561,22168.83333333333,2.5,1.0,0.5,0.0127130430860141,0.9101215670648732,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,34934.0,0.6,57.915,233.76,291.675,HOST_RECOVERY,1.0,291.675
A28705,2,Elite,1912,Pasay,182.4,41 - 50,1,2,2,0,24.818,0.0,1.95,10.459,86342,0,5293,37878,396,0,2173,65,3,3,0,0,1,2,22,0,4,7,143351,0,17963,53713,1392,0,3922,126,0,6,7,2,0,2,3,29.714,0.0,3.745,14.743,158502,0,17963,68864,1063,0,3922,86,1,86328,394,2,24,7.556427969440253,47783.66666666666,7.333333333333333,1.0,0.25,0.3746956770444573,0.1253078108977265,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,43171.0,0.6,57.915,229.44000000000003,287.355,HOST_RECOVERY,1.0,287.355
A37719,1,Premium,1826,Makati_BGC,52.2,31 - 40,1,1,1,0,4.048,0.0,0.0,4.048,42428,0,0,42428,130,0,0,130,4,7,0,0,4,3,19,0,0,14,179664,0,335,130588,171,0,2479,131,0,15,18,8,2,5,3,25.093,0.0,0.144,20.175,196170,0,335,147094,136,0,2479,100,1,42428,117,1,4,7.510430556378006,25666.285714285717,2.7142857142857144,1.75,0.3333333333333333,0.7268456674681628,0.0018645916822513,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,42428.0,0.6,57.915,219.12,277.035,HOST_RECOVERY,1.0,277.035
A13540,5,Supreme,1825,Makati_BGC,50.4,Above 60,5,5,2,3,41.734,0.0,17.609,4.856,345254,0,173969,11722,6385,0,8283,54,43,60,15,4,25,16,446,11,194,35,2723403,17604,1387899,85162,4498,1581,5554,49,0,82,113,27,10,43,33,743.549,10.892,319.503,74.851,4259516,17714,2142458,175062,4056,1573,5136,50,4,69051,1268,1,8,7.509883061154913,45390.05,7.433333333333334,1.3953488372093024,3.583333333333333,0.0312704362887167,0.5096193989651917,0.0064639717294869,-1,0.0,DOWNGRADED_STAYER,0,1,1,69050.8,0.6,57.915,219.0,276.915,HOST_RECOVERY,1.0,276.915
A20809,3,Elite,1804,Manila,0.0,51 - 60,1,3,0,3,69.2,0.316,16.511,11.666,191191,719,23299,54885,838,1094,1259,151,1,3,1,1,1,0,60,0,13,17,163786,0,14565,67327,466,0,953,106,0,2,7,2,2,2,1,108.793,0.0,32.547,26.392,324480,0,64079,108775,921,0,1744,110,5,191188,831,3,69,7.498315870766981,54595.333333333336,20.0,3.0,0.0833333333333333,0.4110668799531095,0.0889270145189454,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,63730.333333333336,0.6,57.915,216.48,274.395,HOST_RECOVERY,1.0,274.395
A20836,1,Elite,1796,QC,155.4,41 - 50,1,1,0,1,4.55,0.0,4.55,0.0,14959,0,14959,0,2879,0,2879,0,2,3,0,0,1,2,19,0,19,0,88894,0,88894,0,4662,0,4662,0,0,4,6,1,0,1,4,54.838,0.0,45.217,0.453,353842,0,282779,773,5864,0,5746,58,2,14959,2872,1,4,7.493873886783559,29631.33333333333,6.333333333333333,1.5,0.1666666666666666,0.0,1.0,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,14959.0,0.6,57.915,215.51999999999998,273.435,HOST_RECOVERY,1.0,273.435
A34032,1,Supreme,1792,Makati_BGC,46.2,Above 60,1,1,1,0,5.415,0.0,0.0,5.415,19552,0,0,19552,61,0,0,61,25,26,21,3,1,1,144,0,0,144,675389,0,0,675389,83,0,0,83,0,62,72,54,11,3,4,426.016,0.0,0.0,426.016,2171472,0,0,2171472,97,0,0,97,2,19552,58,1,5,7.491645473605133,25976.5,5.538461538461538,1.04,2.083333333333333,1.0,0.0,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,19552.0,0.6,57.915,215.04000000000002,272.95500000000004,HOST_RECOVERY,1.0,272.95500000000004
A5084,1,Supreme,1763,Makati_BGC,67.8,Above 60,1,1,0,1,3.734,0.0,0.49,1.377,30151,0,4389,10687,2520,0,9025,209,9,10,1,0,3,6,79,1,4,44,366784,1458,31537,185321,952,2187,7127,98,0,38,46,9,1,14,22,357.986,1.021,62.981,129.054,1737978,1458,420181,506681,2285,2187,6528,85,1,30151,2508,1,3,7.475339236566737,36678.4,7.9,1.1111111111111112,0.75,0.5052592261385448,0.0859824856046065,0.0039750916070493,-1,0.0,DOWNGRADED_STAYER,0,1,1,30151.0,0.6,57.915,211.56,269.475,HOST_RECOVERY,1.0,269.475
A27622,2,Premium,1748,Makati_BGC,46.2,31 - 40,2,2,1,1,4.945,0.0,0.0,4.945,26506,0,0,26506,126,0,0,126,14,16,7,2,4,3,55,0,0,55,419117,0,0,419117,132,0,0,132,0,21,24,10,3,7,4,82.767,0.0,0.0,82.767,615349,0,0,615349,133,0,0,133,1,13253,58,1,2,7.466799475018602,26194.8125,3.4375,1.1428571428571428,1.1666666666666667,1.0,0.0,0.0,-1,0.0,DOWNGRADED_STAYER,0,1,1,13253.0,0.6,57.915,209.76,267.675,HOST_RECOVERY,1.0,267.675
