user_id,TM_DayTrip_Freq,tier_status,ADT,city,travel_time_mins,age_grp,TM_gaming_trip,TM_gaming_day,TM_gaming_day_weekday,TM_gaming_day_weekend,TM_hourplayed,TM_hourplayed_TG,TM_hourplayed_ETG,TM_hourplayed_SLOT,TM_twin,TM_twin_TG,TM_twin_ETG,TM_twin_SLOT,TM_avgbet,TM_avgbet_TG,TM_avgbet_ETG,TM_avgbet_SLOT,L12M_gaming_trip,L12M_gaming_day,L12M_gaming_day_weekday,L12M_gaming_day_Fri,L12M_gaming_day_Sat,L12M_gaming_day_Sun,L12M_hourplayed,L12M_hourplayed_TG,L12M_hourplayed_ETG,L12M_hourplayed_SLOT,L12M_twin,L12M_twin_TG,L12M_twin_ETG,L12M_twin_SLOT,L12M_avgbet,L12M_avgbet_TG,L12M_avgbet_ETG,L12M_avgbet_SLOT,L12M_roomnight,L24M_gaming_trip,L24M_gaming_day,L24M_gaming_day_weekday,L24M_gaming_day_Fri,L24M_gaming_day_Sat,L24M_gaming_day_Sun,L24M_hourplayed,L24M_hourplayed_TG,L24M_hourplayed_ETG,L24M_hourplayed_SLOT,L24M_twin,L24M_twin_TG,L24M_twin_ETG,L24M_twin_SLOT,L24M_avgbet,L24M_avgbet_TG,L24M_avgbet_ETG,L24M_avgbet_SLOT,L24M_room_night,trip_twin,trip_bet,trip_gaming_day,trip_hour_played,dest_active_flag,log_ADT,log_avg_bet,twin_per_day,hours_per_day,days_per_trip,trips_per_month,hours_per_trip,pct_ETG,pct_SLOT,pct_TG,pct_weekday,pct_weekend,cluster_hdbscan,is_noise,hdbscan_confidence,cluster_fuzzy,fuzzy_confidence,umap_x,umap_y,ADT_old,ADT_recent,gaming_day_old,gaming_day_recent,hourplayed_old,hourplayed_recent,roomnight_old,roomnight_recent,migration_label,delta_ADT,delta_twin,delta_gaming_days,delta_hours,delta_roomnight,adt_ratio,persona_id,margin_tier,P_DOWNGRADE,P_STABLE,P_UPGRADE,pms_raw,pms_score,pms_bucket,pms_action_eligible,queue_score,host_lane
A14887,1,Elite,347,QC,133.8,41 - 50,1,1,0,1,1.847,0.0,0.0,1.847,5045,0,0,5045,44,0,0,44,8,13,3,1,2,7,30,0,0,30,63029,0,0,63029,36,0,0,36,1,9,14,4,1,2,7,30.521,0.0,0.0,30.521,63059,0,0,63059,36,0,0,36,1,5045,44,1,1,1,5.8522024797744745,3.610917912644224,4848.384615384615,2.3076923076923075,1.625,0.6666666666666666,3.75,0.0,1.0,0.0,0.2307692307692307,0.7692307692307693,0,0,0.9098943154378236,3.0,0.1672063014112683,7.7018733,0.260783,30.0,4848.384615384615,1,13,0.5210000000000008,30,0,1,UPGRADE,4818.384615384615,62999,12,29.479,1,161.61282051282052,0,HIGH,0.0,2.7285056266528426e-123,1.0,1.15,99.94236311239193,HIGH,True,60.265417867435154,GROWTH
A27208,1,Premium,432,Makati_BGC,57.6,51 - 60,1,1,1,0,1.259,0.0,0.0,1.259,2041,0,0,2041,73,0,0,73,13,17,9,2,4,2,38,1,0,31,91691,886,277,78182,139,1170,3353,93,2,15,19,11,2,4,2,37.955,0.731,0.06,31.362,91934,886,277,78425,138,1170,3353,92,3,2041,73,1,1,1,6.07073772800249,4.941642422609304,5393.588235294118,2.235294117647059,1.3076923076923077,1.0833333333333333,2.923076923076923,0.0030210162393255,0.8526682008048773,0.0096628894875178,0.5294117647058824,0.4705882352941176,0,0,0.7801216870956555,3.0,0.1673991346781265,8.709237,1.4523165,121.5,5393.588235294118,2,17,-0.045000000000001705,38,1,2,UPGRADE,5272.088235294118,91448,15,38.045,1,44.391672718470105,0,HIGH,0.0,1.1840505604435943e-34,1.0,1.15,99.94236311239193,HIGH,True,60.265417867435154,GROWTH
A32331,4,Elite,109,Makati_BGC,57.6,41 - 50,3,4,0,4,3.569,0.618,0.0,2.289,5088,612,0,3805,539,1486,0,36,22,30,12,1,5,12,37,1,1,26,65617,2940,146,45121,73,449,274,30,4,23,31,12,1,6,12,37.637,1.191,0.768,26.341,65719,2940,248,45121,75,449,348,30,4,1691,175,1,1,1,4.700480365792417,4.30406509320417,2187.233333333333,1.2333333333333334,1.3636363636363635,1.8333333333333333,1.681818181818182,0.0022250331468979,0.68764192206288,0.044805461999177,0.4,0.6,0,0,0.7605326193098335,1.0,0.1670990189176922,9.99061,0.31253693,102.0,2187.233333333333,1,30,0.6370000000000005,37,0,4,UPGRADE,2085.233333333333,65515,29,36.363,4,21.44346405228758,0,HIGH,0.0,4.782715085839626e-17,1.0,1.15,99.94236311239193,HIGH,True,60.265417867435154,GROWTH
A19660,1,Premium,330,QC,269.4,31 - 40,1,1,1,0,0.898,0.0,0.0,0.898,2264,0,0,2264,36,0,0,36,39,48,33,10,0,5,121,0,2,108,236465,0,525,215466,41,0,248,32,31,40,49,34,10,0,5,120.814,0.0,2.281,107.74,236724,0,525,215725,41,0,248,32,31,2260,29,1,0,1,5.802118375377063,3.737669618283368,4926.354166666667,2.520833333333333,1.2307692307692308,3.25,3.102564102564102,0.0022202017211849,0.9111961601082612,0.0,0.6875,0.3125,0,0,0.829828330034179,3.0,0.1671567356311545,8.967893,1.0084838,259.0,4926.354166666667,1,48,-0.18600000000000705,121,0,31,UPGRADE,4667.354166666667,236206,47,121.186,31,19.02067245817246,0,HIGH,0.0,1.8658726582201842e-16,0.9999999999999998,1.1499999999999997,99.82708933717579,HIGH,True,60.19625360230547,GROWTH
A48139,1,Prime,122,Mandaluyong_Pasig,202.8,21 - 30,1,1,1,0,1.214,0.0,0.0,1.214,2100,0,0,2100,38,0,0,38,21,21,14,2,3,2,18,0,0,18,43405,0,0,43405,39,0,0,39,4,22,22,15,2,3,2,17.782,0.0,0.0,17.782,43507,0,0,43507,39,0,0,39,5,2100,29,1,1,1,4.812184355372417,3.688879454113936,2066.904761904762,0.8571428571428571,1.0,1.75,0.8571428571428571,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0,0,0.7895222101172029,1.0,0.1669391803334467,9.858382,-0.7759023,102.0,2066.904761904762,1,21,-0.21799999999999997,18,1,4,UPGRADE,1964.904761904762,43303,20,18.218,3,20.263772175536882,0,HIGH,0.0,8.519990176084324e-16,0.9999999999999991,1.1499999999999988,99.76945244956772,HIGH,True,60.161671469740625,GROWTH
A22252,4,Elite,318,Makati_BGC,57.6,41 - 50,4,4,1,3,16.2,0.0,0.023,11.704,21972,0,0,14900,33,0,15,30,9,11,4,2,3,2,35,0,0,35,50400,0,0,50400,32,0,0,32,3,14,16,8,2,3,3,36.587,0.0,0.0,36.587,51590,0,0,51590,32,0,0,32,8,5482,0,1,4,1,5.765191102784844,3.49650756146648,4581.818181818182,3.1818181818181817,1.2222222222222223,0.75,3.888888888888889,0.0,1.0,0.0,0.3636363636363636,0.6363636363636364,0,0,1.0,3.0,0.1672675609455852,8.109513,0.26131865,238.0,4581.818181818182,5,11,1.5870000000000033,35,5,3,UPGRADE,4343.818181818182,49210,6,33.413,-2,19.251336898395724,0,HIGH,0.0,3.7631504441311545e-15,0.9999999999999962,1.1499999999999955,99.71181556195965,HIGH,True,60.12708933717579,GROWTH
A16915,2,Premium,419,Makati_BGC,57.6,Above 60,2,3,1,2,3.558,0.0,0.0,3.558,13470,0,0,13470,63,0,0,63,33,45,8,4,23,10,83,0,0,83,271527,0,0,271527,62,0,0,62,5,37,49,8,4,23,14,84.087,0.0,0.0,84.087,273057,0,0,273057,62,0,0,62,5,6721,29,1,1,1,6.040254711277414,4.143134726391533,6033.933333333333,1.8444444444444448,1.3636363636363635,2.75,2.515151515151515,0.0,1.0,0.0,0.1777777777777777,0.8222222222222222,0,0,0.83356835688257,3.0,0.167128412309978,8.232395,0.9791976,382.5,6033.933333333333,4,45,1.0870000000000033,83,0,5,UPGRADE,5651.433333333333,269997,41,81.913,5,15.774989106753813,0,HIGH,2.0484275725981077e-275,8.345164973256927e-14,0.9999999999999165,1.149999999999904,99.65417867435158,HIGH,True,60.092507204610925,GROWTH
A37536,2,Elite,561,QC,84.0,51 - 60,1,2,0,2,7.856,0.0,0.0,7.856,20915,0,0,20915,42,0,0,42,12,14,6,2,4,2,49,0,1,47,97278,0,656,93910,59,0,802,39,3,14,16,6,2,5,3,50.698,0.0,0.614,48.539,98625,0,656,95258,57,0,802,39,3,20908,29,2,7,1,6.331501849893691,4.0943445622221,6948.428571428572,3.5,1.1666666666666667,1.0,4.083333333333333,0.006743559694895,0.9653775776640144,0.0,0.4285714285714285,0.5714285714285714,0,0,0.8585377755607971,3.0,0.1672988582345818,7.695183,1.1579288,673.5,6948.428571428572,2,14,1.6980000000000004,49,0,3,UPGRADE,6274.928571428572,95931,12,47.302,3,10.316894686605155,0,HIGH,1.4996891400266926e-175,5.489001617392008e-09,0.9999999945109983,1.149999993687648,99.59654178674351,HIGH,True,60.057925070399406,GROWTH
A54212,1,Prime,120,Ortigas,0.0,41 - 50,1,1,1,0,0.275,0.0,0.0,0.275,818,0,0,818,77,0,0,77,3,5,1,1,2,1,7,0,0,7,10679,0,0,10679,43,0,0,43,2,4,6,1,2,2,1,7.444,0.0,0.0,7.444,10870,0,0,10870,42,0,0,42,2,816,73,1,0,1,4.795790545596741,3.784189633918261,2135.8,1.4,1.6666666666666667,0.25,2.333333333333333,0.0,1.0,0.0,0.2,0.8,0,0,0.816597527685673,3.0,0.1670389893395457,9.183822,-0.16835536,191.0,2135.8,1,5,0.44399999999999995,7,0,2,UPGRADE,1944.8000000000002,10488,4,6.556,2,11.182198952879583,0,HIGH,2.5887488131592574e-189,2.1437383943767007e-08,0.9999999785626161,1.1499999753470085,99.53890489913545,HIGH,True,60.023342933050046,GROWTH
A25234,1,Premium,92,Pasay,224.4,51 - 60,1,1,1,0,0.313,0.0,0.0,0.313,123,0,0,123,20,0,0,20,6,10,6,1,0,3,8,0,0,8,14613,0,0,14613,32,0,0,32,13,8,12,7,2,0,3,8.325,0.0,0.0,8.325,14878,0,0,14878,32,0,0,32,14,117,15,1,0,1,4.532599493153256,3.49650756146648,1461.3,0.8,1.6666666666666667,0.5,1.3333333333333333,0.0,1.0,0.0,0.6,0.4,0,0,0.829706913602223,1.0,0.1669852082520084,9.3651905,-1.3631632,132.5,1461.3,2,10,0.3249999999999993,8,1,13,UPGRADE,1328.8,14348,8,7.675000000000001,12,11.02867924528302,0,HIGH,2.3681755138597326e-186,2.8326323334104783e-08,0.9999999716736766,1.149999967424728,99.48126801152738,HIGH,True,59.988760798418525,GROWTH
A43848,1,Elite,275,Pasay,96.6,51 - 60,1,1,1,0,0.715,0.0,0.0,0.715,1137,0,0,1137,35,0,0,35,8,12,6,3,2,1,17,0,0,13,48599,296,117,44656,105,1094,379,81,3,9,14,8,3,2,1,17.073,0.169,0.314,13.505,49449,296,117,45506,103,1094,379,80,5,1137,29,1,0,1,5.62040086571715,4.663439094112067,4049.9166666666665,1.4166666666666667,1.5,0.6666666666666666,2.125,0.0024074569435585,0.9188666433465708,0.0060906603016522,0.5,0.5,0,0,0.8013739172300741,3.0,0.1672605199694921,9.26475,0.29461306,425.0,4049.9166666666665,2,12,0.0730000000000004,17,2,3,UPGRADE,3624.9166666666665,47749,10,16.927,1,9.52921568627451,0,HIGH,5.407285349857173e-160,1.0828562958841317e-07,0.9999998917143704,1.149999875471526,99.42363112391931,HIGH,True,59.954178641865894,GROWTH
A53427,3,Prime,382,QC,155.4,41 - 50,2,3,2,1,15.487,0.0,0.0,15.487,19754,0,0,19754,43,0,0,43,10,12,7,0,1,4,39,0,0,39,60916,0,0,60916,49,0,0,49,3,15,17,8,0,1,8,40.825,0.241,0.131,40.453,63669,548,0,63121,53,547,292,49,3,9871,15,1,7,1,5.948034989180646,3.912023005428146,5076.333333333333,3.25,1.2,0.8333333333333334,3.9,0.0,1.0,0.0,0.5833333333333334,0.4166666666666667,0,0,0.8193505009936577,3.0,0.1672764009529762,8.270161,0.27634215,550.6,5076.333333333333,5,12,1.8250000000000028,39,0,3,UPGRADE,4525.733333333333,58163,7,37.175,3,9.21963918149897,0,HIGH,1.0022744288059445e-154,1.263743995882885e-07,0.9999998736256004,1.1499998546694403,99.36599423631124,HIGH,True,59.91959650387442,GROWTH
A12542,9,Premium,210,Makati_BGC,67.8,41 - 50,6,9,6,3,7.649,0.0,0.0,7.649,12878,0,0,12878,23,0,0,23,30,43,10,5,8,20,87,0,0,87,171609,0,0,171609,24,0,0,24,1,48,64,17,6,13,28,97.633,0.0,0.0,97.633,181568,0,0,181568,24,0,0,24,2,2143,0,1,1,1,5.351858133476067,3.218875824868201,3990.906976744186,2.0232558139534884,1.4333333333333331,2.5,2.9,0.0,1.0,0.0,0.2325581395348837,0.7674418604651163,0,0,0.8621968719118142,3.0,0.1671595302036704,8.572695,0.53158957,474.23809523809524,3990.906976744186,21,43,10.632999999999996,87,1,1,UPGRADE,3516.6688815060907,161650,22,76.367,0,8.415407823238066,0,HIGH,4.725281438558539e-140,2.785279967947296e-07,0.9999997214720032,1.1499996796928036,99.30835734870317,HIGH,True,59.8850143256635,GROWTH
A10902,7,Elite,223,Pasay,96.6,41 - 50,7,8,5,3,13.77,0.0,0.0,13.77,18560,0,0,18560,17,0,0,17,17,22,16,3,3,0,40,0,2,29,100485,0,831,76662,111,0,701,43,1,21,27,19,4,3,1,44.071,0.0,2.049,33.406,103371,0,831,79547,102,0,695,39,2,2639,0,1,1,1,5.41164605185504,4.718498871295094,4567.5,1.818181818181818,1.2941176470588236,1.4166666666666667,2.3529411764705883,0.0082698910285117,0.7629198387819077,0.0,0.7272727272727273,0.2727272727272727,0,0,0.7921908136735832,3.0,0.1671267672703829,10.20044,0.6329689,577.2,4567.5,5,22,4.070999999999998,40,1,1,UPGRADE,3990.3,97599,17,35.929,0,7.913201663201662,0,HIGH,7.275321582532958e-131,8.922442306411161e-07,0.9999991077557694,1.1499989739191347,99.2507204610951,HIGH,True,59.85043200898379,GROWTH
A39531,2,Premium,385,QC,269.4,31 - 40,1,2,0,2,3.169,0.0,0.22,1.38,5279,0,29,2669,58,0,146,44,22,30,6,9,12,3,57,0,0,54,150948,0,102,146986,59,0,231,57,2,23,31,6,9,12,4,57.221,0.0,0.668,53.715,151677,0,831,146986,71,0,1260,57,2,5278,44,2,3,1,5.955837369464831,4.0943445622221,5031.6,1.9,1.3636363636363635,1.8333333333333333,2.590909090909091,0.0006757293902535,0.9737525505472084,0.0,0.2,0.8,0,0,0.8622542708226524,3.0,0.1671708052064631,8.08712,0.7002377,729.0,5031.6,1,30,0.22099999999999653,57,0,2,UPGRADE,4302.6,150219,29,56.779,2,6.902057613168725,0,HIGH,7.415775291343075e-113,1.7962029807416488e-06,0.9999982037970192,1.149997934366572,99.19308357348703,HIGH,True,59.81584960523132,GROWTH
A18919,1,Elite,119,Makati_BGC,57.6,Above 60,2,3,2,1,2.966,0.0,0.0,2.966,3061,0,0,3061,21,0,0,21,28,33,6,1,2,24,80,0,0,77,57680,0,87,55641,20,0,219,18,1,29,34,6,1,2,25,80.846,0.0,0.345,77.858,57928,0,87,55888,20,0,219,18,1,1516,0,1,1,1,4.787491742782046,3.044522437723423,1747.878787878788,2.4242424242424243,1.1785714285714286,2.333333333333333,2.857142857142857,0.001508321775312,0.9646497919556172,0.0,0.1818181818181818,0.8181818181818182,0,0,0.8455034673585989,3.0,0.1670465748400457,8.949962,0.25376466,248.0,1747.878787878788,1,33,0.8460000000000036,80,0,1,UPGRADE,1499.878787878788,57432,32,79.154,1,7.04789833822092,0,HIGH,1.1951346719728688e-114,2.7423945235931318e-06,0.9999972576054764,1.1499968462462977,99.13544668587896,HIGH,True,59.78126718880902,GROWTH
A50478,2,Elite,322,Makati_BGC,48.6,41 - 50,2,2,0,2,4.854,0.0,0.0,4.854,15120,0,0,15120,36,0,0,36,26,29,14,5,4,6,58,0,1,51,132040,0,700,121346,40,0,258,31,1,30,33,17,6,4,6,60.441,0.297,1.889,52.512,134719,710,875,122746,49,1094,268,31,3,7552,15,1,2,1,5.777652323222656,3.713572066704308,4553.103448275862,2.0,1.1153846153846154,2.1666666666666665,2.230769230769231,0.0053014238109663,0.919009391093608,0.0,0.4827586206896552,0.5172413793103449,0,0,0.9102914585918168,3.0,0.1672361161060133,8.68032,0.29043794,669.75,4553.103448275862,4,29,2.4410000000000025,58,2,1,UPGRADE,3883.3534482758623,129361,25,55.559,-1,6.798213435275644,0,HIGH,1.0066155798396498e-110,3.383160394924859e-06,0.9999966168396052,1.1499961093655457,99.07780979827089,HIGH,True,59.74668486401441,GROWTH
A50401,3,Elite,170,Makati_BGC,46.2,21 - 30,3,3,2,1,7.077,0.57,0.0,3.512,14432,834,0,7363,145,1094,0,49,10,11,3,2,3,3,17,0,1,13,28696,0,554,23660,102,0,631,33,3,12,13,3,2,5,3,17.658,0.0,0.987,13.893,29423,0,554,24387,100,0,631,32,3,4797,44,1,2,1,5.14166355650266,4.634728988229636,2608.7272727272725,1.5454545454545454,1.1,0.8333333333333334,1.7,0.0193058265960412,0.8245051575132423,0.0,0.2727272727272727,0.7272727272727273,0,0,0.8572179029284659,3.0,0.1670587370265351,9.250124,0.17993203,363.5,2608.7272727272725,2,11,0.6580000000000013,17,0,3,UPGRADE,2245.2272727272725,27969,9,16.342,3,7.176691259222208,0,HIGH,1.5258820058973486e-116,1.334809885229969e-05,0.9999866519011478,1.1499846496863197,99.02017291066284,HIGH,True,59.71209974196804,GROWTH
A53758,1,Elite,112,Makati_BGC,45.0,21 - 30,1,1,0,1,0.937,0.0,0.0,0.937,1283,0,0,1283,35,0,0,35,16,21,2,8,8,3,17,0,0,17,33393,0,0,33393,29,0,0,29,3,18,23,2,8,10,3,17.354,0.0,0.0,17.354,33875,0,0,33875,28,0,0,28,3,1283,29,1,0,1,4.727387818712341,3.4011973816621555,1590.142857142857,0.8095238095238095,1.3125,1.3333333333333333,1.0625,0.0,1.0,0.0,0.0952380952380952,0.9047619047619048,0,0,0.7985327402316936,3.0,0.1669343938712723,9.819428,0.05848236,241.0,1590.142857142857,2,21,0.3539999999999992,17,0,3,UPGRADE,1349.142857142857,32911,19,16.646,3,6.598103141671606,0,HIGH,7.542815608025791e-106,2.782515639285693e-05,0.9999721748436072,1.1499680010701483,98.96253602305475,HIGH,True,59.67751326628593,GROWTH
A2872,5,Premium,715,Makati_BGC,57.6,51 - 60,1,5,4,1,11.358,0.0,0.0,11.358,54442,0,0,54442,113,0,0,113,17,27,14,4,2,7,74,1,0,67,293687,2442,0,271772,128,437,0,117,10,18,29,14,5,3,7,76.479,3.051,0.0,68.601,299165,4377,0,275315,176,1471,0,116,10,54442,102,5,11,1,6.573680166960646,4.859812404361672,10877.296296296296,2.740740740740741,1.588235294117647,1.4166666666666667,4.352941176470588,0.0,0.9253797410167968,0.0083149747860817,0.5185185185185185,0.4814814814814814,0,0,0.7692265815989489,3.0,0.1672859163676325,7.4458103,1.9344996,2739.0,10877.296296296296,2,27,2.478999999999999,74,0,10,UPGRADE,8138.296296296296,288209,25,71.521,10,3.9712655335145293,0,HIGH,8.43980348059981e-61,7.97798180261979e-05,0.9999202201819737,1.1499082532092697,98.90489913544668,HIGH,True,59.642915547322595,GROWTH
A39159,3,Prime,82,Mandaluyong_Pasig,75.0,31 - 40,3,3,2,1,1.578,0.0,0.0,1.578,2061,0,0,2061,37,0,0,37,6,7,5,1,0,1,7,0,0,7,9794,0,0,9794,47,0,0,47,2,9,10,6,2,1,1,7.286,0.0,0.0,7.286,10426,0,0,10426,48,0,0,48,2,685,0,1,0,1,4.418840607796598,3.871201010907891,1399.142857142857,1.0,1.1666666666666667,0.5,1.1666666666666667,0.0,1.0,0.0,0.7142857142857143,0.2857142857142857,0,0,0.9141462217326848,1.0,0.1669206320206368,9.998871,-1.2896566,210.66666666666666,1399.142857142857,3,7,0.2859999999999996,7,0,2,UPGRADE,1188.4761904761904,9162,4,6.714,2,6.641500904159132,0,HIGH,3.1587543094759814e-106,8.62035059329649e-05,0.999913796494067,1.1499008659681769,98.84726224783861,HIGH,True,59.60833148765139,GROWTH
A51273,1,Elite,138,Makati_BGC,57.6,21 - 30,1,1,1,0,0.018,0.0,0.0,0.018,44,0,0,44,44,0,0,44,26,35,11,3,11,10,55,0,0,55,69452,0,0,69452,34,0,0,34,11,35,44,14,4,13,13,62.233,0.0,0.138,61.87,72762,0,44,72630,32,0,262,31,11,44,44,1,0,1,4.934473933130692,3.555348061489413,1984.3428571428567,1.5714285714285714,1.3461538461538465,2.1666666666666665,2.1153846153846154,0.0,1.0,0.0,0.3142857142857143,0.6857142857142857,0,0,0.947499363879581,3.0,0.1671122454777463,9.537225,-0.036547035,367.77777777777777,1984.3428571428572,9,35,7.232999999999997,55,0,11,UPGRADE,1616.5650793650793,66142,26,47.767,11,5.395494173500216,0,HIGH,2.753305753158545e-84,9.845413340859971e-05,0.9999015458665914,1.14988677774658,98.78962536023054,HIGH,True,59.5737456798983,GROWTH
A27696,1,Premium,473,Makati_BGC,51.0,51 - 60,2,3,2,1,12.691,0.0,0.0,12.691,17688,0,0,17688,24,0,0,24,23,33,4,5,20,4,142,0,1,133,227300,0,1385,215190,49,0,1033,34,6,37,52,6,8,29,9,165.573,0.0,1.094,156.851,255761,0,1385,243651,46,0,1033,32,7,8835,0,1,6,1,6.161207321695077,3.912023005428146,6887.878787878788,4.303030303030303,1.434782608695652,1.9166666666666667,6.173913043478261,0.006093268807743,0.9467223933128024,0.0,0.1212121212121212,0.8787878787878788,0,0,0.8119578211774848,3.0,0.1671520403242022,7.0044856,1.0053726,1497.9473684210527,6887.878787878788,19,33,23.573000000000008,142,1,6,UPGRADE,5389.9314194577355,198839,14,118.42699999999999,5,4.598211481314675,0,HIGH,3.475949731255383e-71,0.0001170764371142043,0.9998829235628858,1.1498653620973185,98.73198847262248,HIGH,True,59.53915796064235,GROWTH
A54136,2,Elite,188,Pasay,154.8,Above 60,2,2,0,2,5.424,0.0,0.0,5.424,2253,0,0,2253,12,0,0,12,16,18,4,7,6,1,61,0,0,61,49975,0,0,49975,19,0,0,19,1,17,19,4,7,6,2,63.41,0.0,0.0,63.41,50500,0,0,50500,18,0,0,18,1,1123,0,1,2,1,5.241747015059643,2.995732273553991,2776.3888888888887,3.388888888888889,1.125,1.3333333333333333,3.8125,0.0,1.0,0.0,0.2222222222222222,0.7777777777777778,0,0,0.8614810859123219,3.0,0.1671271845491116,8.367518,0.13680981,525.0,2776.3888888888887,1,18,2.4099999999999966,61,0,1,UPGRADE,2251.3888888888887,49450,17,58.59,1,5.288359788359788,0,HIGH,1.8453179953636466e-82,0.000144622112716779,0.9998553778872833,1.1498336845703756,98.6743515850144,HIGH,True,59.504567564374824,GROWTH
A51894,4,Prime,84,QC,258.0,Above 60,2,4,0,4,8.939,0.0,0.0,8.939,9875,0,0,9875,38,0,0,38,9,17,10,3,2,2,28,0,0,27,22396,144,0,20761,28,2187,0,19,1,10,18,11,3,2,2,28.922,0.056,0.0,27.614,22627,144,0,20992,27,2187,0,19,1,4928,15,2,4,1,4.442651256490317,3.367295829986474,1317.4117647058824,1.6470588235294117,1.8888888888888888,0.75,3.111111111111111,0.0,0.9269958921235936,0.0064297195927844,0.5882352941176471,0.4117647058823529,0,0,0.8578164766178065,3.0,0.1670564979028662,8.844067,-1.4447509,231.0,1317.4117647058824,1,17,0.9220000000000006,28,0,1,UPGRADE,1086.4117647058824,22165,16,27.078,1,5.703081232492997,0,HIGH,2.0344880021586752e-89,0.00016602941268305076,0.9998339705873169,1.1498090661754143,98.61671469740634,HIGH,True,59.46997900961999,GROWTH
A50663,1,Premium,311,Mandaluyong_Pasig,75.0,51 - 60,1,1,0,1,4.299,0.0,0.0,4.299,4669,0,0,4669,29,0,0,29,22,32,21,4,3,4,90,1,0,86,142962,1473,0,137495,76,2187,0,36,3,27,39,27,4,4,4,95.425,0.828,0.844,90.16,150023,1473,3368,140503,111,2187,4340,35,3,4666,15,1,4,1,5.7430031878094825,4.343805421853684,4467.5625,2.8125,1.4545454545454546,1.8333333333333333,4.090909090909091,0.0,0.9617590688434688,0.0103034372770386,0.65625,0.34375,0,0,0.8609831036005441,3.0,0.1673341965357914,8.37034,-0.3290401,1008.7142857142857,4467.5625,7,32,5.424999999999997,90,0,3,UPGRADE,3458.848214285714,135901,25,84.575,3,4.428967214275598,0,HIGH,1.767957953353355e-67,0.00020430349289538466,0.9997956965071045,1.14976505098317,98.55907780979827,HIGH,True,59.435385394831094,GROWTH
A44328,3,Prime,66,QC,202.8,41 - 50,1,3,2,1,6.7,0.0,0.0,6.7,3948,0,0,3948,9,0,0,9,3,4,1,0,0,3,4,0,0,4,2187,0,0,2187,16,0,0,16,1,4,5,1,1,0,3,4.128,0.0,0.0,4.128,2274,0,0,2274,15,0,0,15,1,3937,0,3,6,1,4.204692619390966,2.833213344056216,546.75,1.0,1.3333333333333333,0.25,1.3333333333333333,0.0,1.0,0.0,0.25,0.75,0,0,0.7904231522439151,3.0,0.166938109427891,10.350378,-0.45220962,87.0,546.75,1,4,0.1280000000000001,4,0,1,UPGRADE,459.75,2100,3,3.872,1,6.2844827586206895,0,HIGH,2.1337546058085897e-99,0.0002509830858706937,0.9997490169141294,1.1497113694512489,98.5014409221902,HIGH,True,59.40078925838836,GROWTH
A50409,1,Elite,206,Makati_BGC,57.6,21 - 30,1,1,0,1,0.315,0.0,0.0,0.315,904,0,0,904,51,0,0,51,12,20,14,2,2,2,23,0,0,23,61341,0,29,60131,54,0,335,52,4,16,24,18,2,2,2,25.712,0.0,0.087,25.146,63718,0,29,62507,52,0,335,50,4,904,44,1,0,1,5.332718793265369,4.007333185232471,3067.05,1.15,1.6666666666666667,1.0,1.9166666666666667,0.0004727669910826,0.980274204854828,0.0,0.7,0.3,0,0,0.7836504616888753,3.0,0.167071134196924,8.926321,-0.91639477,594.25,3067.05,4,20,2.7119999999999997,23,0,4,UPGRADE,2472.8,58964,16,20.288,4,5.161211611274716,0,HIGH,4.9942570588122885e-80,0.00025481934691663863,0.9997451806530834,1.1497069577510457,98.44380403458213,HIGH,True,59.3662059749452,GROWTH
A38565,3,Premium,683,Makati_BGC,45.0,51 - 60,3,3,0,3,10.413,0.0,0.0,10.413,31682,0,0,31682,34,0,0,34,27,34,7,1,12,14,108,1,0,100,352888,1878,1939,318704,75,1094,5118,37,1,38,45,11,1,17,16,129.511,1.038,1.477,115.94,385998,1878,2377,344932,73,1094,1557,35,1,10556,0,1,3,1,6.52795791762255,4.330733340286331,10379.058823529413,3.176470588235294,1.2592592592592593,2.25,4.0,0.0054946611956201,0.9031307383645802,0.0053218018181406,0.2058823529411764,0.7941176470588235,0,0,0.9019374856336853,3.0,0.1671633956335122,7.1706862,1.8365693,3010.0,10379.058823529413,11,34,21.510999999999996,108,0,1,UPGRADE,7369.058823529413,319778,23,86.489,1,3.4481923001758847,0,HIGH,6.036786235250823e-51,0.0003315565492471555,0.9996684434507529,1.1496187099683657,98.38616714697407,HIGH,True,59.331600821219666,GROWTH
A6419,2,Elite,298,Pasay,154.8,Above 60,1,2,2,0,7.164,0.0,0.03,4.087,13316,0,0,7864,28,0,292,26,24,38,30,5,2,1,110,0,0,110,165310,0,15,165281,28,0,365,28,6,26,40,31,5,2,2,111.774,0.0,0.05,111.65,167687,0,15,167658,28,0,365,28,6,13312,15,2,7,1,5.700443573390687,3.367295829986474,4350.263157894737,2.8947368421052637,1.5833333333333333,2.0,4.583333333333333,9.073861230415583e-05,0.999824572016212,0.0,0.7894736842105263,0.2105263157894736,0,0,0.8354089191855559,3.0,0.1671367470478212,8.18129,-0.8842916,1188.5,4350.263157894737,2,38,1.774000000000001,110,0,6,UPGRADE,3161.7631578947367,162933,36,108.226,6,3.6602971458937623,0,HIGH,1.1574518501631467e-53,0.0003528271841717845,0.9996471728158283,1.1495942487382025,98.328530259366,HIGH,True,59.29701230746435,GROWTH
